City,Sector,DataPoint,Denominator,UOM,Result,Latitude,Longitude
Panvel,Economy,Cluster strength,* None,Number,51,18.96558885,73.10288131
Bhopal,Economy,Cluster strength,* None,Number,50,23.2584857,77.401989
Nagpur,Economy,Cluster strength,* None,Number,50,21.1498134,79.0820556
Mysuru,Economy,Cluster strength,* None,Number,49,12.3051828,76.6553609
Jalandhar,Economy,Cluster strength,* None,Number,49,31.3323762,75.576889
Kanpur,Economy,Cluster strength,* None,Number,47,26.4609135,80.3217588
Malegaon,Economy,Cluster strength,* None,Number,47,20.58968735,74.5717573
Aurangabad,Economy,Cluster strength,* None,Number,47,19.877263,75.3390241
Nashik,Economy,Cluster strength,* None,Number,47,20.0112475,73.7902364
Jammu,Economy,Cluster strength,* None,Number,47,32.7185614,74.8580917
Itanagar,Economy,Cluster strength,* None,Number,43,27.0979659,93.6237291
Gandhinagar,Economy,Cluster strength,* None,Number,42,23.2232877,72.6492267
Srinagar,Economy,Cluster strength,* None,Number,42,34.0747444,74.8204443
Kolhapur,Economy,Cluster strength,* None,Number,42,16.7028412,74.2405329
Agra,Economy,Cluster strength,* None,Number,41,27.1752554,78.0098161
Kakinada,Economy,Cluster strength,* None,Number,41,16.99716705,82.2457999
Kollam,Economy,Cluster strength,* None,Number,41,8.8879509,76.5955013
Rajahmundry,Economy,Cluster strength,* None,Number,41,17.0050454,81.7804732
Panchkula,Economy,Cluster strength,* None,Number,40,30.7137692,76.868276
Varanasi,Economy,Cluster strength,* None,Number,40,25.3356491,83.0076292
Imphal,Economy,Cluster strength,* None,Number,40,24.7991162,93.9364419
Bhubaneshwar,Economy,Cluster strength,* None,Number,40,20.2602964,85.8394521
Erode,Economy,Cluster strength,* None,Number,39,11.3692044,77.67662687
Belagavi,Economy,Cluster strength,* None,Number,39,15.8572666,74.5069343
Solapur,Economy,Cluster strength,* None,Number,39,17.84990665,75.27632027
Badangpet,Economy,Cluster strength,* None,Number,39,17.3223752,78.5280344
Dehradun,Economy,Cluster strength,* None,Number,39,30.3255646,78.0436813
Prayagraj,Economy,Cluster strength,* None,Number,39,25.4381302,81.8338005
Bandlaguda Jagir,Economy,Cluster strength,* None,Number,39,17.3506317,78.3907531
Portblair,Economy,Cluster strength,* None,Number,39,11.623377,92.726486
Salem,Economy,Cluster strength,* None,Number,38,11.664325,78.146011
Nagercoil,Economy,Cluster strength,* None,Number,38,8.1880471,77.4290492
New Delhi Municipal Council,Economy,Cluster strength,* None,Number,38,28.633024,77.2111811
Vellore,Economy,Cluster strength,* None,Number,38,12.7948109,79.0006411
Gorakhpur,Economy,Cluster strength,* None,Number,37,26.7792395,83.41368128
Ambala,Economy,Cluster strength,* None,Number,37,30.3843674,76.770421
Roorkee,Economy,Cluster strength,* None,Number,37,29.8693496,77.8902124
Haridwar,Economy,Cluster strength,* None,Number,37,29.9384473,78.1452985
Eluru,Economy,Cluster strength,* None,Number,36,17.015219,81.08045423
Rohtak,Economy,Cluster strength,* None,Number,36,28.9010899,76.5801935
Sonipat,Economy,Cluster strength,* None,Number,36,28.9953758,77.0233627
Mangaluru,Economy,Cluster strength,* None,Number,36,12.8698101,74.8430082
Karnal,Economy,Cluster strength,* None,Number,35,29.6803266,76.9896254
Muzaffarpur,Economy,Cluster strength,* None,Number,35,26.1667052,85.4166314
Kavaratti,Economy,Cluster strength,* None,Number,35,10.55905,72.6365688
Puducherry,Economy,Cluster strength,* None,Number,34,10.91564885,79.8069488
Kozhikode,Economy,Cluster strength,* None,Number,34,11.2450558,75.7754716
Kannur,Economy,Cluster strength,* None,Number,34,11.8763836,75.3737973
Ajmer,Economy,Cluster strength,* None,Number,34,26.4691,74.639
Ranchi,Economy,Cluster strength,* None,Number,34,23.3700501,85.3250387
Nellore,Economy,Cluster strength,* None,Number,34,14.4493717,79.9873763
Aizawl,Economy,Cluster strength,* None,Number,33,23.7435236,92.7382905
Saharanpur,Economy,Cluster strength,* None,Number,33,30.0196485,77.59294245
Guntur,Economy,Cluster strength,* None,Number,33,16.2915189,80.4541588
Kurnool,Economy,Cluster strength,* None,Number,33,15.8309251,78.0425373
Amaravati,Economy,Cluster strength,* None,Number,33,16.5096679,80.5184535
Tirupati,Economy,Cluster strength,* None,Number,33,13.6316368,79.4231711
Moradabad,Economy,Cluster strength,* None,Number,33,28.8334982,78.7732864
Chittoor,Economy,Cluster strength,* None,Number,33,13.1601048,79.15555062
Mangalagiri,Economy,Cluster strength,* None,Number,33,16.4318209,80.5688069
Tumakuru,Economy,Cluster strength,* None,Number,32,13.3400771,77.1006208
Ahmadnagar,Economy,Cluster strength,* None,Number,32,19.074352,74.7219979
Panipat,Economy,Cluster strength,* None,Number,32,29.3912753,76.9771675
Jamshedpur,Economy,Cluster strength,* None,Number,31,22.8015194,86.2029579
Madhubani,Economy,Cluster strength,* None,Number,31,26.96399195,84.11254591
Sangli,Economy,Cluster strength,* None,Number,31,17.1726928,74.58676543
Chhapra,Economy,Cluster strength,* None,Number,31,25.7784105,84.7514507
Amritsar,Economy,Cluster strength,* None,Number,31,31.6343083,74.8736788
Thoothukudi,Economy,Cluster strength,* None,Number,30,8.8052602,78.1452745
Junagadh,Economy,Cluster strength,* None,Number,30,21.5174104,70.4642754
Tiruppur,Economy,Cluster strength,* None,Number,30,11.1017815,77.345192
Bareilly,Economy,Cluster strength,* None,Number,30,28.416667,79.383333
Chandrapur,Economy,Cluster strength,* None,Number,30,20.0967555,79.50454752
Anantapur,Economy,Cluster strength,* None,Number,29,14.6546235,77.55625984
Naya Raipur,Economy,Cluster strength,* None,Number,29,21.1610268,81.7864412
Hoshiarpur,Economy,Cluster strength,* None,Number,29,31.5328523,75.9025485
Bathinda,Economy,Cluster strength,* None,Number,29,30.206791,74.9463699
Raipur,Economy,Cluster strength,* None,Number,29,21.2380912,81.6336993
Tiruchirapalli,Economy,Cluster strength,* None,Number,29,10.76316505,78.71326006
Kota,Economy,Cluster strength,* None,Number,29,25.1737019,75.8574194
Jamnagar,Economy,Cluster strength,* None,Number,28,22.4732415,70.0552102
Hisar,Economy,Cluster strength,* None,Number,28,29.08064095,75.78875411
Tirunelveli,Economy,Cluster strength,* None,Number,28,8.7012203,77.5792694
Thanjavur,Economy,Cluster strength,* None,Number,28,10.7860267,79.1381497
Dhanbad,Economy,Cluster strength,* None,Number,27,23.7952809,86.4309638
Udaipur,Economy,Cluster strength,* None,Number,27,24.578721,73.6862571
Gaya,Economy,Cluster strength,* None,Number,27,24.7964355,85.0079563
Phagwara,Economy,Cluster strength,* None,Number,26,31.2206734,75.7696463
Sambalpur,Economy,Cluster strength,* None,Number,26,21.4706422,83.9836858
Pasighat,Economy,Cluster strength,* None,Number,26,28.0589676,95.3324944
Kapurthala,Economy,Cluster strength,* None,Number,26,31.25,75.25
Aligarh,Economy,Cluster strength,* None,Number,25,27.833333,78.166667
Kadapa,Economy,Cluster strength,* None,Number,25,14.4752936,78.8216861
Shivamogga,Economy,Cluster strength,* None,Number,25,14.0558284,75.1312534
BokaroChas,Economy,Cluster strength,* None,Number,24,23.669296,86.151115
Rourkela,Economy,Cluster strength,* None,Number,24,22.2539994,84.85775201
Jalgaon,Economy,Cluster strength,* None,Number,24,20.84288265,75.52612464
Kohima,Economy,Cluster strength,* None,Number,24,25.6618755,94.1019156
Moga,Economy,Cluster strength,* None,Number,24,30.8223408,75.1730967
Samastipur,Economy,Cluster strength,* None,Number,24,25.88078985,85.73886924
Darbhanga,Economy,Cluster strength,* None,Number,23,26.156999,85.8995065
Khammam,Economy,Cluster strength,* None,Number,23,17.2465351,80.1500326
Rewa,Economy,Cluster strength,* None,Number,23,24.75,81.5
Haldwani Kathgodam,Economy,Cluster strength,* None,Number,23,29.2662305,79.5437432
Hosur,Economy,Cluster strength,* None,Number,23,12.7328844,77.8309478
Satna,Economy,Cluster strength,* None,Number,23,24.5,81
Hubli Dharwad,Economy,Cluster strength,* None,Number,22,15.3518378,75.1379848
Jhansi,Economy,Cluster strength,* None,Number,22,25.35486455,78.42564421
Shillong,Economy,Cluster strength,* None,Number,22,25.5760446,91.8825282
Gwalior,Economy,Cluster strength,* None,Number,22,26.2037247,78.1573628
Amravati,Economy,Cluster strength,* None,Number,21,21.15454115,77.64429618
Sivakasi,Economy,Cluster strength,* None,Number,21,9.4669895,77.77597857
Bhiwandi,Economy,Cluster strength,* None,Number,21,19.3625308,73.08048927
Ongole,Economy,Cluster strength,* None,Number,20,15.5075545,80.06080047
Cuttack,Economy,Cluster strength,* None,Number,20,20.4686,85.8792
Vizianagaram,Economy,Cluster strength,* None,Number,20,18.1120819,83.40521962
Hazaribagh,Economy,Cluster strength,* None,Number,20,23.9675151,85.43884569
Sagar,Economy,Cluster strength,* None,Number,20,21.75617035,88.12173958
Brahmapur,Economy,Cluster strength,* None,Number,20,19.29990405,84.80713713
Abohar,Economy,Cluster strength,* None,Number,19,30.1450543,74.1956597
Biharsharif,Economy,Cluster strength,* None,Number,19,25.20383185,85.52413405
Bilaspur,Economy,Cluster strength,* None,Number,19,28.8680526,79.29838501
Dahod,Economy,Cluster strength,* None,Number,19,22.8358786,74.2556823
Dindigul,Economy,Cluster strength,* None,Number,19,10.3303299,78.06739791
Pathankot,Economy,Cluster strength,* None,Number,19,32.2692452,75.6528858
Shahjahanpur,Economy,Cluster strength,* None,Number,19,27.82877265,79.82471527
Shimla,Economy,Cluster strength,* None,Number,19,31.1041526,77.1709729
Jabalpur,Economy,Cluster strength,* None,Number,18,23.1608938,79.9497702
Bharatpur,Economy,Cluster strength,* None,Number,18,27.6879749,84.43367653
Nanded Waghala,Economy,Cluster strength,* None,Number,18,19.111987,77.3246047
Korba,Economy,Cluster strength,* None,Number,18,22.3547468,82.7110855
Srikakulam,Economy,Cluster strength,* None,Number,18,18.32002205,83.9160772
Ayodhya,Economy,Cluster strength,* None,Number,18,26.7990707,82.2052321
Kargil,Economy,Cluster strength,* None,Number,18,34.5594418,76.1255982
Karur,Economy,Cluster strength,* None,Number,18,10.9301522,78.08485455
Karimnagar,Economy,Cluster strength,* None,Number,18,18.4348122,79.1328042
Giridih,Economy,Cluster strength,* None,Number,18,24.1608897,86.25113503
Namchi,Economy,Cluster strength,* None,Number,17,27.1716157,88.41269169
Cuddalore,Economy,Cluster strength,* None,Number,17,11.7564329,79.7634644
Gangtok,Economy,Cluster strength,* None,Number,17,27.329046,88.6122673
Agartala,Economy,Cluster strength,* None,Number,17,23.8312377,91.2823821
Davangere,Economy,Cluster strength,* None,Number,16,14.4661266,75.9206361
Singrauli,Economy,Cluster strength,* None,Number,15,24.1974432,82.6661453
Chhindwara,Economy,Cluster strength,* None,Number,15,22.0578244,78.9386203
Warangal,Economy,Cluster strength,* None,Number,15,17.9820644,79.5970954
Bhagalpur,Economy,Cluster strength,* None,Number,15,25.2494829,86.9828131
Katni,Economy,Cluster strength,* None,Number,14,23.7477258,80.4015857
Ujjain,Economy,Cluster strength,* None,Number,14,23.1885131,75.7716562
Deoghar,Economy,Cluster strength,* None,Number,14,24.4766423,86.60673245
Purnia,Economy,Cluster strength,* None,Number,12,26,87.5
Dewas,Economy,Cluster strength,* None,Number,12,23,76.166667
Akola,Economy,Cluster strength,* None,Number,11,20.76181225,77.19211567
Dhule,Economy,Cluster strength,* None,Number,11,21.1305215,74.49006143
Kumbakonam,Economy,Cluster strength,* None,Number,10,10.9645549,79.37173036
Parbhani,Economy,Cluster strength,* None,Number,10,19.29019805,76.60264434
Raigarh,Economy,Cluster strength,* None,Number,10,22.5,83.5
Morena,Economy,Cluster strength,* None,Number,9,26.166667,77.5
Ratlam,Economy,Cluster strength,* None,Number,8,23.3311044,75.0360846
Palampur,Economy,Cluster strength,* None,Number,8,32.0893012,76.5098927
Medininagar,Economy,Cluster strength,* None,Number,8,24.02265335,84.11191073
Mahasamund,Economy,Cluster strength,* None,Number,8,21.1101022,82.0986634
Latur,Economy,Cluster strength,* None,Number,8,18.35159075,76.75542361
Khandwa,Economy,Cluster strength,* None,Number,8,21.8203752,76.3555424
Burhanpur,Economy,Cluster strength,* None,Number,8,26.2697215,82.99442537
Dharamshala,Economy,Cluster strength,* None,Number,8,32.2143039,76.3196717
Adityapur,Economy,Cluster strength,* None,Number,7,22.79254235,86.08551847
Mandi,Economy,Cluster strength,* None,Number,6,31.6723392,76.95331691
Daman,Economy,Cluster strength,* None,Number,0,20.42000485,72.8637629
Diu,Economy,Cluster strength,* None,Number,0,20.71817495,70.93238341
