City,Sector,DataPoint,Denominator,UOM,Result,Latitude,Longitude
Agra,Economy,Total number of MSME clusters in the city,* None,Number,46609,27.1752554,78.0098161
Jalandhar,Economy,Total number of MSME clusters in the city,* None,Number,45426,31.3323762,75.576889
Kanpur,Economy,Total number of MSME clusters in the city,* None,Number,44477,26.4609135,80.3217588
Tiruchirapalli,Economy,Total number of MSME clusters in the city,* None,Number,41745,10.76316505,78.71326006
Nizampet,Economy,Total number of MSME clusters in the city,* None,Number,41396,17.515397,78.3817156
Peerzadiguda,Economy,Total number of MSME clusters in the city,* None,Number,41396,17.3945004,78.5925253
Boduppal,Economy,Total number of MSME clusters in the city,* None,Number,41396,17.4200755,78.5827841
Jawaharnagar,Economy,Total number of MSME clusters in the city,* None,Number,41396,21.1114277,79.5463249
Bhopal,Economy,Total number of MSME clusters in the city,* None,Number,38791,23.2584857,77.401989
Udaipur,Economy,Total number of MSME clusters in the city,* None,Number,38690,24.578721,73.6862571
Thiruvananthapuram,Economy,Total number of MSME clusters in the city,* None,Number,37643,8.4882267,76.947551
Vijayawada,Economy,Total number of MSME clusters in the city,* None,Number,36099,16.5087573,80.6185089
Meerut,Economy,Total number of MSME clusters in the city,* None,Number,35262,28.9826533,77.7081013
Naya Raipur,Economy,Total number of MSME clusters in the city,* None,Number,35206,21.1610268,81.7864412
Raipur,Economy,Total number of MSME clusters in the city,* None,Number,35206,21.2380912,81.6336993
Varanasi,Economy,Total number of MSME clusters in the city,* None,Number,35107,25.3356491,83.0076292
Mysuru,Economy,Total number of MSME clusters in the city,* None,Number,34950,12.3051828,76.6553609
Amritsar,Economy,Total number of MSME clusters in the city,* None,Number,34502,31.6343083,74.8736788
Ranchi,Economy,Total number of MSME clusters in the city,* None,Number,34309,23.3700501,85.3250387
Dindigul,Economy,Total number of MSME clusters in the city,* None,Number,34146,10.3303299,78.06739791
Bhubaneshwar,Economy,Total number of MSME clusters in the city,* None,Number,33891,20.2602964,85.8394521
Dehradun,Economy,Total number of MSME clusters in the city,* None,Number,33846,30.3255646,78.0436813
Nagercoil,Economy,Total number of MSME clusters in the city,* None,Number,33131,8.1880471,77.4290492
Sivakasi,Economy,Total number of MSME clusters in the city,* None,Number,33049,9.4669895,77.77597857
Amravati,Economy,Total number of MSME clusters in the city,* None,Number,32722,21.15454115,77.64429618
Vellore,Economy,Total number of MSME clusters in the city,* None,Number,32311,12.7948109,79.0006411
Kumbakonam,Economy,Total number of MSME clusters in the city,* None,Number,32130,10.9645549,79.37173036
Thanjavur,Economy,Total number of MSME clusters in the city,* None,Number,32130,10.7860267,79.1381497
Nanded Waghala,Economy,Total number of MSME clusters in the city,* None,Number,31797,19.111987,77.3246047
Vishakhapatnam,Economy,Total number of MSME clusters in the city,* None,Number,31609,17.686815,83.218483
Cuddalore,Economy,Total number of MSME clusters in the city,* None,Number,31324,11.7564329,79.7634644
Hubli Dharwad,Economy,Total number of MSME clusters in the city,* None,Number,30534,15.3518378,75.1379848
Tirunelveli,Economy,Total number of MSME clusters in the city,* None,Number,30528,8.7012203,77.5792694
Guntur,Economy,Total number of MSME clusters in the city,* None,Number,30498,16.2915189,80.4541588
Amaravati,Economy,Total number of MSME clusters in the city,* None,Number,30498,16.5096679,80.5184535
Karnal,Economy,Total number of MSME clusters in the city,* None,Number,30397,29.6803266,76.9896254
Hosur,Economy,Total number of MSME clusters in the city,* None,Number,30158,12.7328844,77.8309478
Mangaluru,Economy,Total number of MSME clusters in the city,* None,Number,30135,12.8698101,74.8430082
Rajahmundry,Economy,Total number of MSME clusters in the city,* None,Number,29822,17.0050454,81.7804732
Thrissur,Economy,Total number of MSME clusters in the city,* None,Number,29366,10.5270099,76.214621
Muzaffarpur,Economy,Total number of MSME clusters in the city,* None,Number,29189,26.1667052,85.4166314
Kota,Economy,Total number of MSME clusters in the city,* None,Number,28998,25.1737019,75.8574194
Prayagraj,Economy,Total number of MSME clusters in the city,* None,Number,28830,25.4381302,81.8338005
New Delhi Municipal Council,Economy,Total number of MSME clusters in the city,* None,Number,28645,28.633024,77.2111811
Latur,Economy,Total number of MSME clusters in the city,* None,Number,28614,18.35159075,76.75542361
Panipat,Economy,Total number of MSME clusters in the city,* None,Number,28420,29.3912753,76.9771675
Gwalior,Economy,Total number of MSME clusters in the city,* None,Number,28347,26.2037247,78.1573628
Hisar,Economy,Total number of MSME clusters in the city,* None,Number,25700,29.08064095,75.78875411
Jabalpur,Economy,Total number of MSME clusters in the city,* None,Number,25637,23.1608938,79.9497702
Kozhikode,Economy,Total number of MSME clusters in the city,* None,Number,25034,11.2450558,75.7754716
Bhavnagar,Economy,Total number of MSME clusters in the city,* None,Number,24835,21.7718836,72.1416449
Bareilly,Economy,Total number of MSME clusters in the city,* None,Number,24681,28.416667,79.383333
Anantapur,Economy,Total number of MSME clusters in the city,* None,Number,24666,14.6546235,77.55625984
Thoothukudi,Economy,Total number of MSME clusters in the city,* None,Number,24644,8.8052602,78.1452745
Cuttack,Economy,Total number of MSME clusters in the city,* None,Number,24170,20.4686,85.8792
Gorakhpur,Economy,Total number of MSME clusters in the city,* None,Number,23257,26.7792395,83.41368128
Akola,Economy,Total number of MSME clusters in the city,* None,Number,23122,20.76181225,77.19211567
Jamshedpur,Economy,Total number of MSME clusters in the city,* None,Number,23005,22.8015194,86.2029579
Moradabad,Economy,Total number of MSME clusters in the city,* None,Number,22977,28.8334982,78.7732864
Jamnagar,Economy,Total number of MSME clusters in the city,* None,Number,22710,22.4732415,70.0552102
Kurnool,Economy,Total number of MSME clusters in the city,* None,Number,22443,15.8309251,78.0425373
Dhanbad,Economy,Total number of MSME clusters in the city,* None,Number,22347,23.7952809,86.4309638
Saharanpur,Economy,Total number of MSME clusters in the city,* None,Number,22109,30.0196485,77.59294245
Tambaram,Economy,Total number of MSME clusters in the city,* None,Number,22103,12.9245279,80.1150525
Tumakuru,Economy,Total number of MSME clusters in the city,* None,Number,21656,13.3400771,77.1006208
Ujjain,Economy,Total number of MSME clusters in the city,* None,Number,21567,23.1885131,75.7716562
Imphal,Economy,Total number of MSME clusters in the city,* None,Number,21158,24.7991162,93.9364419
Aligarh,Economy,Total number of MSME clusters in the city,* None,Number,21071,27.833333,78.166667
Chandigarh,Economy,Total number of MSME clusters in the city,* None,Number,21069,30.7334421,76.7797143
Brahmapur,Economy,Total number of MSME clusters in the city,* None,Number,20895,19.29990405,84.80713713
Bathinda,Economy,Total number of MSME clusters in the city,* None,Number,20625,30.206791,74.9463699
Nellore,Economy,Total number of MSME clusters in the city,* None,Number,20370,14.4493717,79.9873763
Chandrapur,Economy,Total number of MSME clusters in the city,* None,Number,19905,20.0967555,79.50454752
Gandhinagar,Economy,Total number of MSME clusters in the city,* None,Number,19749,23.2232877,72.6492267
Sonipat,Economy,Total number of MSME clusters in the city,* None,Number,19682,28.9953758,77.0233627
Guwahati,Economy,Total number of MSME clusters in the city,* None,Number,19647,26.1805978,91.753943
Parbhani,Economy,Total number of MSME clusters in the city,* None,Number,19498,19.29019805,76.60264434
Kannur,Economy,Total number of MSME clusters in the city,* None,Number,19482,11.8763836,75.3737973
Srinagar,Economy,Total number of MSME clusters in the city,* None,Number,19156,34.0747444,74.8204443
Ambala,Economy,Total number of MSME clusters in the city,* None,Number,19010,30.3843674,76.770421
Samastipur,Economy,Total number of MSME clusters in the city,* None,Number,18898,25.88078985,85.73886924
Dhule,Economy,Total number of MSME clusters in the city,* None,Number,18890,21.1305215,74.49006143
Haridwar,Economy,Total number of MSME clusters in the city,* None,Number,18744,29.9384473,78.1452985
Roorkee,Economy,Total number of MSME clusters in the city,* None,Number,18744,29.8693496,77.8902124
Kollam,Economy,Total number of MSME clusters in the city,* None,Number,18672,8.8879509,76.5955013
Shivamogga,Economy,Total number of MSME clusters in the city,* None,Number,18597,14.0558284,75.1312534
Hoshiarpur,Economy,Total number of MSME clusters in the city,* None,Number,17969,31.5328523,75.9025485
BokaroChas,Economy,Total number of MSME clusters in the city,* None,Number,17963,23.669296,86.151115
Bhagalpur,Economy,Total number of MSME clusters in the city,* None,Number,17853,25.2494829,86.9828131
Gaya,Economy,Total number of MSME clusters in the city,* None,Number,17818,24.7964355,85.0079563
Jammu,Economy,Total number of MSME clusters in the city,* None,Number,17395,32.7185614,74.8580917
Purnia,Economy,Total number of MSME clusters in the city,* None,Number,17001,26,87.5
Chhindwara,Economy,Total number of MSME clusters in the city,* None,Number,16436,22.0578244,78.9386203
Madhubani,Economy,Total number of MSME clusters in the city,* None,Number,16076,26.96399195,84.11254591
Kadapa,Economy,Total number of MSME clusters in the city,* None,Number,15974,14.4752936,78.8216861
Portblair,Economy,Total number of MSME clusters in the city,* None,Number,15648,11.623377,92.726486
Junagadh,Economy,Total number of MSME clusters in the city,* None,Number,15547,21.5174104,70.4642754
Darbhanga,Economy,Total number of MSME clusters in the city,* None,Number,15347,26.156999,85.8995065
Karimnagar,Economy,Total number of MSME clusters in the city,* None,Number,15302,18.4348122,79.1328042
Puducherry,Economy,Total number of MSME clusters in the city,* None,Number,15278,10.91564885,79.8069488
Karur,Economy,Total number of MSME clusters in the city,* None,Number,15075,10.9301522,78.08485455
Bilaspur,Economy,Total number of MSME clusters in the city,* None,Number,14874,28.8680526,79.29838501
Davangere,Economy,Total number of MSME clusters in the city,* None,Number,14344,14.4661266,75.9206361
Rewa,Economy,Total number of MSME clusters in the city,* None,Number,14307,24.75,81.5
Dewas,Economy,Total number of MSME clusters in the city,* None,Number,14012,23,76.166667
Rohtak,Economy,Total number of MSME clusters in the city,* None,Number,13797,28.9010899,76.5801935
Moga,Economy,Total number of MSME clusters in the city,* None,Number,13632,30.8223408,75.1730967
Ratlam,Economy,Total number of MSME clusters in the city,* None,Number,13594,23.3311044,75.0360846
Panaji,Economy,Total number of MSME clusters in the city,* None,Number,13390,15.4989946,73.8282141
Kapurthala,Economy,Total number of MSME clusters in the city,* None,Number,13372,31.25,75.25
Phagwara,Economy,Total number of MSME clusters in the city,* None,Number,13372,31.2206734,75.7696463
Hazaribagh,Economy,Total number of MSME clusters in the city,* None,Number,13350,23.9675151,85.43884569
Sagar,Economy,Total number of MSME clusters in the city,* None,Number,13340,21.75617035,88.12173958
Chhapra,Economy,Total number of MSME clusters in the city,* None,Number,13313,25.7784105,84.7514507
Bharatpur,Economy,Total number of MSME clusters in the city,* None,Number,13122,27.6879749,84.43367653
Satna,Economy,Total number of MSME clusters in the city,* None,Number,13110,24.5,81
Rourkela,Economy,Total number of MSME clusters in the city,* None,Number,13069,22.2539994,84.85775201
Jhansi,Economy,Total number of MSME clusters in the city,* None,Number,12237,25.35486455,78.42564421
Khammam,Economy,Total number of MSME clusters in the city,* None,Number,12129,17.2465351,80.1500326
Biharsharif,Economy,Total number of MSME clusters in the city,* None,Number,12031,25.20383185,85.52413405
Panchkula,Economy,Total number of MSME clusters in the city,* None,Number,11710,30.7137692,76.868276
Palampur,Economy,Total number of MSME clusters in the city,* None,Number,11632,32.0893012,76.5098927
Dharamshala,Economy,Total number of MSME clusters in the city,* None,Number,11632,32.2143039,76.3196717
Giridih,Economy,Total number of MSME clusters in the city,* None,Number,11426,24.1608897,86.25113503
Haldwani Kathgodam,Economy,Total number of MSME clusters in the city,* None,Number,11349,29.2662305,79.5437432
Abohar,Economy,Total number of MSME clusters in the city,* None,Number,10310,30.1450543,74.1956597
Srikakulam,Economy,Total number of MSME clusters in the city,* None,Number,9614,18.32002205,83.9160772
Vizianagaram,Economy,Total number of MSME clusters in the city,* None,Number,9361,18.1120819,83.40521962
Morena,Economy,Total number of MSME clusters in the city,* None,Number,8709,26.166667,77.5
Khandwa,Economy,Total number of MSME clusters in the city,* None,Number,8563,21.8203752,76.3555424
Raigarh,Economy,Total number of MSME clusters in the city,* None,Number,8524,22.5,83.5
Shimla,Economy,Total number of MSME clusters in the city,* None,Number,8214,31.1041526,77.1709729
Korba,Economy,Total number of MSME clusters in the city,* None,Number,8081,22.3547468,82.7110855
Shahjahanpur,Economy,Total number of MSME clusters in the city,* None,Number,7815,27.82877265,79.82471527
Mandi,Economy,Total number of MSME clusters in the city,* None,Number,7551,31.6723392,76.95331691
Deoghar,Economy,Total number of MSME clusters in the city,* None,Number,7052,24.4766423,86.60673245
Silvassa,Economy,Total number of MSME clusters in the city,* None,Number,6898,20.2736768,73.0045787
Ramagundam,Economy,Total number of MSME clusters in the city,* None,Number,6842,18.7615156,79.4787848
Sambalpur,Economy,Total number of MSME clusters in the city,* None,Number,6720,21.4706422,83.9836858
Pathankot,Economy,Total number of MSME clusters in the city,* None,Number,6377,32.2692452,75.6528858
Burhanpur,Economy,Total number of MSME clusters in the city,* None,Number,5650,26.2697215,82.99442537
Singrauli,Economy,Total number of MSME clusters in the city,* None,Number,5590,24.1974432,82.6661453
Medininagar,Economy,Total number of MSME clusters in the city,* None,Number,5380,24.02265335,84.11191073
Mahasamund,Economy,Total number of MSME clusters in the city,* None,Number,5036,21.1101022,82.0986634
Adityapur,Economy,Total number of MSME clusters in the city,* None,Number,4837,22.79254235,86.08551847
Aizawl,Economy,Total number of MSME clusters in the city,* None,Number,3956,23.7435236,92.7382905
Kakinada,Economy,Total number of MSME clusters in the city,* None,Number,3741,16.99716705,82.2457999
Eluru,Economy,Total number of MSME clusters in the city,* None,Number,3362,17.015219,81.08045423
Tirupati,Economy,Total number of MSME clusters in the city,* None,Number,3134,13.6316368,79.4231711
Daman,Economy,Total number of MSME clusters in the city,* None,Number,3049,20.42000485,72.8637629
Shillong,Economy,Total number of MSME clusters in the city,* None,Number,2214,25.5760446,91.8825282
Gangtok,Economy,Total number of MSME clusters in the city,* None,Number,2117,27.329046,88.6122673
Itanagar,Economy,Total number of MSME clusters in the city,* None,Number,1781,27.0979659,93.6237291
Kargil,Economy,Total number of MSME clusters in the city,* None,Number,1413,34.5594418,76.1255982
Kohima,Economy,Total number of MSME clusters in the city,* None,Number,1372,25.6618755,94.1019156
Agartala,Economy,Total number of MSME clusters in the city,* None,Number,999,23.8312377,91.2823821
Ayodhya,Economy,Total number of MSME clusters in the city,* None,Number,763,26.7990707,82.2052321
Namchi,Economy,Total number of MSME clusters in the city,* None,Number,626,27.1716157,88.41269169
Kavaratti,Economy,Total number of MSME clusters in the city,* None,Number,447,10.55905,72.6365688
Pasighat,Economy,Total number of MSME clusters in the city,* None,Number,338,28.0589676,95.3324944
Diu,Economy,Total number of MSME clusters in the city,* None,Number,269,20.71817495,70.93238341
