City,Sector,DataPoint,Denominator,UOM,Result,Latitude,Longitude
Shimla,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),6893.76,31.1041526,77.1709729
Udaipur,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),6542,24.578721,73.6862571
Vijayawada,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),5795.35,16.5087573,80.6185089
Ujjain,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),5633,23.1885131,75.7716562
Tiruppur,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),5240.21,11.1017815,77.345192
Aizawl,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),5177.04,23.7435236,92.7382905
Patna,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),5000,25.6093239,85.1235252
Salem,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),4736.37,11.664325,78.146011
Tirupati,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),4192.5,13.6316368,79.4231711
Satna,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),4089.54,24.5,81
Tumakuru,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),3818,13.3400771,77.1006208
Shivamogga,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),3525,14.0558284,75.1312534
Silvassa,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),3311.85,20.2736768,73.0045787
Erode,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),2200,11.3692044,77.67662687
Tirunelveli,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),2000,8.7012203,77.5792694
Dindigul,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),1920,10.3303299,78.06739791
Thanjavur,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),1851.5,10.7860267,79.1381497
Imphal,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),1700,24.7991162,93.9364419
Dharamshala,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),908.661,32.2143039,76.3196717
Rae Bareli,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),779.86,26.25,81.25
Dahod,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),774,22.8358786,74.2556823
Nagpur,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),520,21.1498134,79.0820556
Kavaratti,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),453.75,10.55905,72.6365688
Greater Mumbai,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),436.340187,19.1074889,72.8718705
Gangtok,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),399.58,27.329046,88.6122673
Jabalpur,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),265.2,23.1608938,79.9497702
Agra,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),231.4,27.1752554,78.0098161
Belagavi,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),107,15.8572666,74.5069343
Karimnagar,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),46.4,18.4348122,79.1328042
Raipur,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),41.22,21.2380912,81.6336993
Bhagalpur,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),38.07,25.2494829,86.9828131
Ghaziabad,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),32,28.6711527,77.4120356
Pasighat,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),29.72,28.0589676,95.3324944
Namchi,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),12.79,27.1716157,88.41269169
Rampur,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),6.31,24.890091,83.73254275
Biharsharif,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),4,25.20383185,85.52413405
Srinagar,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.43,34.0747444,74.8204443
Dhanbad,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.28,23.7952809,86.4309638
Lucknow,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.26,26.8381,80.9346001
Kota,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.08,25.1737019,75.8574194
Panaji,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.073,15.4989946,73.8282141
Ahmedabad,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.024,23.0216238,72.5797068
Bhubaneshwar,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.02,20.2602964,85.8394521
Vishakhapatnam,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.01,17.686815,83.218483
Itanagar,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.0098,27.0979659,93.6237291
Rourkela,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.0085,22.2539994,84.85775201
Agartala,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.0082,23.8312377,91.2823821
Surat,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.00754,21.17024,72.831062
Diu,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.00712,20.71817495,70.93238341
Moradabad,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.0069,28.8334982,78.7732864
Portblair,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.0055,11.623377,92.726486
Jammu,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.004,32.7185614,74.8580917
Gwalior,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0.000145,26.2037247,78.1573628
Chandigarh,Economy,Average value of savings deposits in banks as of 31st March 2019,* None,Number (In Crore),0,30.7334421,76.7797143
