City,Sector,DataPoint,Denominator,UOM,Result,Latitude,Longitude
Kochi,Economy,Number of bank branches operating in the city,* None,Number,432,9.9674277,76.2454436
Coimbatore,Economy,Number of bank branches operating in the city,* None,Number,432,11.0018115,76.9628425
Ludhiana,Economy,Number of bank branches operating in the city,* None,Number,423,30.9090157,75.851601
Gorakhpur,Economy,Number of bank branches operating in the city,* None,Number,389,26.7792395,83.41368128
Guwahati,Economy,Number of bank branches operating in the city,* None,Number,386,26.1805978,91.753943
Bhubaneshwar,Economy,Number of bank branches operating in the city,* None,Number,382,20.2602964,85.8394521
Nagpur,Economy,Number of bank branches operating in the city,* None,Number,376,21.1498134,79.0820556
Amravati,Economy,Number of bank branches operating in the city,* None,Number,361,21.15454115,77.64429618
Ghaziabad,Economy,Number of bank branches operating in the city,* None,Number,359,28.6711527,77.4120356
Sonipat,Economy,Number of bank branches operating in the city,* None,Number,337,28.9953758,77.0233627
Prayagraj,Economy,Number of bank branches operating in the city,* None,Number,315,25.4381302,81.8338005
Thiruvananthapuram,Economy,Number of bank branches operating in the city,* None,Number,308,8.4882267,76.947551
Ranchi,Economy,Number of bank branches operating in the city,* None,Number,291,23.3700501,85.3250387
Jammu,Economy,Number of bank branches operating in the city,* None,Number,286,32.7185614,74.8580917
Aurangabad,Economy,Number of bank branches operating in the city,* None,Number,284,19.877263,75.3390241
Agra,Economy,Number of bank branches operating in the city,* None,Number,279,27.1752554,78.0098161
Amritsar,Economy,Number of bank branches operating in the city,* None,Number,274,31.6343083,74.8736788
Faridabad,Economy,Number of bank branches operating in the city,* None,Number,273,28.4031478,77.3105561
Vijayawada,Economy,Number of bank branches operating in the city,* None,Number,269,16.5087573,80.6185089
Rajkot,Economy,Number of bank branches operating in the city,* None,Number,263,22.3053263,70.8028377
Nashik,Economy,Number of bank branches operating in the city,* None,Number,254,20.0112475,73.7902364
Mangaluru,Economy,Number of bank branches operating in the city,* None,Number,240,12.8698101,74.8430082
Thane,Economy,Number of bank branches operating in the city,* None,Number,237,19.1943294,72.9701779
Pimpri Chinchwad,Economy,Number of bank branches operating in the city,* None,Number,231,18.6279288,73.8009829
Panchkula,Economy,Number of bank branches operating in the city,* None,Number,230,30.7137692,76.868276
Hubli Dharwad,Economy,Number of bank branches operating in the city,* None,Number,229,15.3518378,75.1379848
Tiruchirapalli,Economy,Number of bank branches operating in the city,* None,Number,228,10.76316505,78.71326006
Srinagar,Economy,Number of bank branches operating in the city,* None,Number,218,34.0747444,74.8204443
Cuttack,Economy,Number of bank branches operating in the city,* None,Number,207,20.4686,85.8792
Kakinada,Economy,Number of bank branches operating in the city,* None,Number,203,16.99716705,82.2457999
Ayodhya,Economy,Number of bank branches operating in the city,* None,Number,201,26.7990707,82.2052321
Puducherry,Economy,Number of bank branches operating in the city,* None,Number,201,10.91564885,79.8069488
Jabalpur,Economy,Number of bank branches operating in the city,* None,Number,198,23.1608938,79.9497702
Warangal,Economy,Number of bank branches operating in the city,* None,Number,197,17.9820644,79.5970954
Navi Mumbai,Economy,Number of bank branches operating in the city,* None,Number,185,19.0308262,73.0198537
Karur,Economy,Number of bank branches operating in the city,* None,Number,175,10.9301522,78.08485455
Udaipur,Economy,Number of bank branches operating in the city,* None,Number,175,24.578721,73.6862571
Bareilly,Economy,Number of bank branches operating in the city,* None,Number,172,28.416667,79.383333
Gwalior,Economy,Number of bank branches operating in the city,* None,Number,172,26.2037247,78.1573628
Guntur,Economy,Number of bank branches operating in the city,* None,Number,165,16.2915189,80.4541588
Kota,Economy,Number of bank branches operating in the city,* None,Number,159,25.1737019,75.8574194
Belagavi,Economy,Number of bank branches operating in the city,* None,Number,154,15.8572666,74.5069343
Vasai Virar,Economy,Number of bank branches operating in the city,* None,Number,152,19.4210423,72.8197221
Dhanbad,Economy,Number of bank branches operating in the city,* None,Number,151,23.7952809,86.4309638
Saharanpur,Economy,Number of bank branches operating in the city,* None,Number,150,30.0196485,77.59294245
Moradabad,Economy,Number of bank branches operating in the city,* None,Number,144,28.8334982,78.7732864
Erode,Economy,Number of bank branches operating in the city,* None,Number,142,11.3692044,77.67662687
Salem,Economy,Number of bank branches operating in the city,* None,Number,139,11.664325,78.146011
Panipat,Economy,Number of bank branches operating in the city,* None,Number,136,29.3912753,76.9771675
Tirupati,Economy,Number of bank branches operating in the city,* None,Number,128,13.6316368,79.4231711
Karnal,Economy,Number of bank branches operating in the city,* None,Number,122,29.6803266,76.9896254
Nellore,Economy,Number of bank branches operating in the city,* None,Number,122,14.4493717,79.9873763
Ajmer,Economy,Number of bank branches operating in the city,* None,Number,120,26.4691,74.639
Rohtak,Economy,Number of bank branches operating in the city,* None,Number,117,28.9010899,76.5801935
Agartala,Economy,Number of bank branches operating in the city,* None,Number,114,23.8312377,91.2823821
Bilaspur,Economy,Number of bank branches operating in the city,* None,Number,112,28.8680526,79.29838501
Aligarh,Economy,Number of bank branches operating in the city,* None,Number,111,27.833333,78.166667
Bhavnagar,Economy,Number of bank branches operating in the city,* None,Number,110,21.7718836,72.1416449
Shillong,Economy,Number of bank branches operating in the city,* None,Number,108,25.5760446,91.8825282
Muzaffarpur,Economy,Number of bank branches operating in the city,* None,Number,108,26.1667052,85.4166314
Solapur,Economy,Number of bank branches operating in the city,* None,Number,106,17.84990665,75.27632027
Shimla,Economy,Number of bank branches operating in the city,* None,Number,105,31.1041526,77.1709729
Rajahmundry,Economy,Number of bank branches operating in the city,* None,Number,103,17.0050454,81.7804732
Tiruppur,Economy,Number of bank branches operating in the city,* None,Number,102,11.1017815,77.345192
Jamnagar,Economy,Number of bank branches operating in the city,* None,Number,102,22.4732415,70.0552102
Imphal,Economy,Number of bank branches operating in the city,* None,Number,101,24.7991162,93.9364419
Patna,Economy,Number of bank branches operating in the city,* None,Number,100,25.6093239,85.1235252
Bhagalpur,Economy,Number of bank branches operating in the city,* None,Number,100,25.2494829,86.9828131
Bathinda,Economy,Number of bank branches operating in the city,* None,Number,99,30.206791,74.9463699
Jhansi,Economy,Number of bank branches operating in the city,* None,Number,98,25.35486455,78.42564421
Haridwar,Economy,Number of bank branches operating in the city,* None,Number,96,29.9384473,78.1452985
Kollam,Economy,Number of bank branches operating in the city,* None,Number,95,8.8879509,76.5955013
Lucknow,Economy,Number of bank branches operating in the city,* None,Number,92,26.8381,80.9346001
Aizawl,Economy,Number of bank branches operating in the city,* None,Number,91,23.7435236,92.7382905
Anantapur,Economy,Number of bank branches operating in the city,* None,Number,87,14.6546235,77.55625984
Gaya,Economy,Number of bank branches operating in the city,* None,Number,87,24.7964355,85.0079563
Shivamogga,Economy,Number of bank branches operating in the city,* None,Number,85,14.0558284,75.1312534
Vellore,Economy,Number of bank branches operating in the city,* None,Number,83,12.7948109,79.0006411
Ujjain,Economy,Number of bank branches operating in the city,* None,Number,82,23.1885131,75.7716562
Khammam,Economy,Number of bank branches operating in the city,* None,Number,79,17.2465351,80.1500326
Kurnool,Economy,Number of bank branches operating in the city,* None,Number,79,15.8309251,78.0425373
Tumakuru,Economy,Number of bank branches operating in the city,* None,Number,78,13.3400771,77.1006208
Nanded Waghala,Economy,Number of bank branches operating in the city,* None,Number,74,19.111987,77.3246047
Akola,Economy,Number of bank branches operating in the city,* None,Number,72,20.76181225,77.19211567
Korba,Economy,Number of bank branches operating in the city,* None,Number,71,22.3547468,82.7110855
Karimnagar,Economy,Number of bank branches operating in the city,* None,Number,69,18.4348122,79.1328042
Abohar,Economy,Number of bank branches operating in the city,* None,Number,69,30.1450543,74.1956597
Ahmadnagar,Economy,Number of bank branches operating in the city,* None,Number,69,19.074352,74.7219979
Latur,Economy,Number of bank branches operating in the city,* None,Number,66,18.35159075,76.75542361
Srikakulam,Economy,Number of bank branches operating in the city,* None,Number,66,18.32002205,83.9160772
Sagar,Economy,Number of bank branches operating in the city,* None,Number,64,21.75617035,88.12173958
Kalyan Dombivali,Economy,Number of bank branches operating in the city,* None,Number,62,19.2391602,73.1293186
Chhindwara,Economy,Number of bank branches operating in the city,* None,Number,60,22.0578244,78.9386203
Hosur,Economy,Number of bank branches operating in the city,* None,Number,59,12.7328844,77.8309478
Thoothukudi,Economy,Number of bank branches operating in the city,* None,Number,58,8.8052602,78.1452745
Ulhasnagar,Economy,Number of bank branches operating in the city,* None,Number,58,19.19381615,73.19143235
Junagadh,Economy,Number of bank branches operating in the city,* None,Number,57,21.5174104,70.4642754
Gangtok,Economy,Number of bank branches operating in the city,* None,Number,54,27.329046,88.6122673
Nagercoil,Economy,Number of bank branches operating in the city,* None,Number,54,8.1880471,77.4290492
Chittoor,Economy,Number of bank branches operating in the city,* None,Number,54,13.1601048,79.15555062
Dharamshala,Economy,Number of bank branches operating in the city,* None,Number,53,32.2143039,76.3196717
Chandrapur,Economy,Number of bank branches operating in the city,* None,Number,53,20.0967555,79.50454752
Bhiwandi,Economy,Number of bank branches operating in the city,* None,Number,52,19.3625308,73.08048927
Portblair,Economy,Number of bank branches operating in the city,* None,Number,52,11.623377,92.726486
Tirunelveli,Economy,Number of bank branches operating in the city,* None,Number,52,8.7012203,77.5792694
Phagwara,Economy,Number of bank branches operating in the city,* None,Number,51,31.2206734,75.7696463
Mira Bhayandar,Economy,Number of bank branches operating in the city,* None,Number,48,19.3102682,72.8530973
Hazaribagh,Economy,Number of bank branches operating in the city,* None,Number,48,23.9675151,85.43884569
Itanagar,Economy,Number of bank branches operating in the city,* None,Number,47,27.0979659,93.6237291
Satna,Economy,Number of bank branches operating in the city,* None,Number,45,24.5,81
Gandhinagar,Economy,Number of bank branches operating in the city,* None,Number,45,23.2232877,72.6492267
Raigarh,Economy,Number of bank branches operating in the city,* None,Number,44,22.5,83.5
Sivakasi,Economy,Number of bank branches operating in the city,* None,Number,42,9.4669895,77.77597857
Kohima,Economy,Number of bank branches operating in the city,* None,Number,42,25.6618755,94.1019156
Davangere,Economy,Number of bank branches operating in the city,* None,Number,40,14.4661266,75.9206361
Amaravati,Economy,Number of bank branches operating in the city,* None,Number,39,16.5096679,80.5184535
BokaroChas,Economy,Number of bank branches operating in the city,* None,Number,37,23.669296,86.151115
Silvassa,Economy,Number of bank branches operating in the city,* None,Number,36,20.2736768,73.0045787
Thanjavur,Economy,Number of bank branches operating in the city,* None,Number,35,10.7860267,79.1381497
Dahod,Economy,Number of bank branches operating in the city,* None,Number,33,22.8358786,74.2556823
Biharsharif,Economy,Number of bank branches operating in the city,* None,Number,32,25.20383185,85.52413405
Mandi,Economy,Number of bank branches operating in the city,* None,Number,29,31.6723392,76.95331691
Dewas,Economy,Number of bank branches operating in the city,* None,Number,29,23,76.166667
Jalgaon,Economy,Number of bank branches operating in the city,* None,Number,25,20.84288265,75.52612464
Palampur,Economy,Number of bank branches operating in the city,* None,Number,25,32.0893012,76.5098927
Daman,Economy,Number of bank branches operating in the city,* None,Number,24,20.42000485,72.8637629
Rourkela,Economy,Number of bank branches operating in the city,* None,Number,22,22.2539994,84.85775201
Malegaon,Economy,Number of bank branches operating in the city,* None,Number,22,20.58968735,74.5717573
Morena,Economy,Number of bank branches operating in the city,* None,Number,22,26.166667,77.5
Panaji,Economy,Number of bank branches operating in the city,* None,Number,20,15.4989946,73.8282141
Naya Raipur,Economy,Number of bank branches operating in the city,* None,Number,18,21.1610268,81.7864412
Diu,Economy,Number of bank branches operating in the city,* None,Number,17,20.71817495,70.93238341
Pasighat,Economy,Number of bank branches operating in the city,* None,Number,13,28.0589676,95.3324944
New Town Kolkata,Economy,Number of bank branches operating in the city,* None,Number,10,22.59591305,88.48786528
Peerzadiguda,Economy,Number of bank branches operating in the city,* None,Number,9,17.3945004,78.5925253
Ramagundam,Economy,Number of bank branches operating in the city,* None,Number,5,18.7615156,79.4787848
Namchi,Economy,Number of bank branches operating in the city,* None,Number,4,27.1716157,88.41269169
Kavaratti,Economy,Number of bank branches operating in the city,* None,Number,3,10.55905,72.6365688
Singrauli,Economy,Number of bank branches operating in the city,* None,Number,2,24.1974432,82.6661453
