City,Sector,DataPoint,Denominator,UOM,Result,Latitude,Longitude
Faridabad,Economy,Number of ATMs operating in the city,* None,Number,661,28.4031478,77.3105561
Tiruppur,Economy,Number of ATMs operating in the city,* None,Number,656,11.1017815,77.345192
Varanasi,Economy,Number of ATMs operating in the city,* None,Number,646,25.3356491,83.0076292
Raipur,Economy,Number of ATMs operating in the city,* None,Number,632,21.2380912,81.6336993
Madurai,Economy,Number of ATMs operating in the city,* None,Number,632,9.9261153,78.1140983
Amritsar,Economy,Number of ATMs operating in the city,* None,Number,631,31.6343083,74.8736788
Jodhpur,Economy,Number of ATMs operating in the city,* None,Number,576,26.2967719,73.0351433
Nashik,Economy,Number of ATMs operating in the city,* None,Number,571,20.0112475,73.7902364
Dehradun,Economy,Number of ATMs operating in the city,* None,Number,555,30.3255646,78.0436813
Jabalpur,Economy,Number of ATMs operating in the city,* None,Number,540,23.1608938,79.9497702
Vijayawada,Economy,Number of ATMs operating in the city,* None,Number,512,16.5087573,80.6185089
Meerut,Economy,Number of ATMs operating in the city,* None,Number,497,28.9826533,77.7081013
Gwalior,Economy,Number of ATMs operating in the city,* None,Number,488,26.2037247,78.1573628
Srinagar,Economy,Number of ATMs operating in the city,* None,Number,475,34.0747444,74.8204443
Ghaziabad,Economy,Number of ATMs operating in the city,* None,Number,463,28.6711527,77.4120356
Mangaluru,Economy,Number of ATMs operating in the city,* None,Number,455,12.8698101,74.8430082
Tirunelveli,Economy,Number of ATMs operating in the city,* None,Number,407,8.7012203,77.5792694
Rajkot,Economy,Number of ATMs operating in the city,* None,Number,404,22.3053263,70.8028377
Gandhinagar,Economy,Number of ATMs operating in the city,* None,Number,395,23.2232877,72.6492267
Thoothukudi,Economy,Number of ATMs operating in the city,* None,Number,392,8.8052602,78.1452745
Ludhiana,Economy,Number of ATMs operating in the city,* None,Number,385,30.9090157,75.851601
Amravati,Economy,Number of ATMs operating in the city,* None,Number,376,21.15454115,77.64429618
Kota,Economy,Number of ATMs operating in the city,* None,Number,372,25.1737019,75.8574194
Ajmer,Economy,Number of ATMs operating in the city,* None,Number,355,26.4691,74.639
Vasai Virar,Economy,Number of ATMs operating in the city,* None,Number,350,19.4210423,72.8197221
Thiruvananthapuram,Economy,Number of ATMs operating in the city,* None,Number,327,8.4882267,76.947551
Jalandhar,Economy,Number of ATMs operating in the city,* None,Number,327,31.3323762,75.576889
Bilaspur,Economy,Number of ATMs operating in the city,* None,Number,310,28.8680526,79.29838501
Navi Mumbai,Economy,Number of ATMs operating in the city,* None,Number,300,19.0308262,73.0198537
Thane,Economy,Number of ATMs operating in the city,* None,Number,300,19.1943294,72.9701779
Salem,Economy,Number of ATMs operating in the city,* None,Number,292,11.664325,78.146011
Saharanpur,Economy,Number of ATMs operating in the city,* None,Number,289,30.0196485,77.59294245
Aurangabad,Economy,Number of ATMs operating in the city,* None,Number,284,19.877263,75.3390241
Warangal,Economy,Number of ATMs operating in the city,* None,Number,278,17.9820644,79.5970954
Bareilly,Economy,Number of ATMs operating in the city,* None,Number,276,28.416667,79.383333
Moradabad,Economy,Number of ATMs operating in the city,* None,Number,272,28.8334982,78.7732864
Belagavi,Economy,Number of ATMs operating in the city,* None,Number,267,15.8572666,74.5069343
Dhanbad,Economy,Number of ATMs operating in the city,* None,Number,250,23.7952809,86.4309638
Udaipur,Economy,Number of ATMs operating in the city,* None,Number,242,24.578721,73.6862571
Agartala,Economy,Number of ATMs operating in the city,* None,Number,239,23.8312377,91.2823821
Puducherry,Economy,Number of ATMs operating in the city,* None,Number,225,10.91564885,79.8069488
Tirupati,Economy,Number of ATMs operating in the city,* None,Number,223,13.6316368,79.4231711
Namchi,Economy,Number of ATMs operating in the city,* None,Number,217,27.1716157,88.41269169
Imphal,Economy,Number of ATMs operating in the city,* None,Number,217,24.7991162,93.9364419
Rourkela,Economy,Number of ATMs operating in the city,* None,Number,213,22.2539994,84.85775201
Solapur,Economy,Number of ATMs operating in the city,* None,Number,211,17.84990665,75.27632027
Kakinada,Economy,Number of ATMs operating in the city,* None,Number,207,16.99716705,82.2457999
Muzaffarpur,Economy,Number of ATMs operating in the city,* None,Number,206,26.1667052,85.4166314
Hubli Dharwad,Economy,Number of ATMs operating in the city,* None,Number,195,15.3518378,75.1379848
Jammu,Economy,Number of ATMs operating in the city,* None,Number,189,32.7185614,74.8580917
Erode,Economy,Number of ATMs operating in the city,* None,Number,186,11.3692044,77.67662687
Davangere,Economy,Number of ATMs operating in the city,* None,Number,179,14.4661266,75.9206361
Tumakuru,Economy,Number of ATMs operating in the city,* None,Number,177,13.3400771,77.1006208
Prayagraj,Economy,Number of ATMs operating in the city,* None,Number,156,25.4381302,81.8338005
Satna,Economy,Number of ATMs operating in the city,* None,Number,148,24.5,81
Karimnagar,Economy,Number of ATMs operating in the city,* None,Number,142,18.4348122,79.1328042
Bhagalpur,Economy,Number of ATMs operating in the city,* None,Number,141,25.2494829,86.9828131
Aligarh,Economy,Number of ATMs operating in the city,* None,Number,138,27.833333,78.166667
Sagar,Economy,Number of ATMs operating in the city,* None,Number,135,21.75617035,88.12173958
Shimla,Economy,Number of ATMs operating in the city,* None,Number,122,31.1041526,77.1709729
Gangtok,Economy,Number of ATMs operating in the city,* None,Number,113,27.329046,88.6122673
Vellore,Economy,Number of ATMs operating in the city,* None,Number,111,12.7948109,79.0006411
Shivamogga,Economy,Number of ATMs operating in the city,* None,Number,110,14.0558284,75.1312534
Kalyan Dombivali,Economy,Number of ATMs operating in the city,* None,Number,110,19.2391602,73.1293186
Itanagar,Economy,Number of ATMs operating in the city,* None,Number,105,27.0979659,93.6237291
Tiruchirapalli,Economy,Number of ATMs operating in the city,* None,Number,103,10.76316505,78.71326006
Aizawl,Economy,Number of ATMs operating in the city,* None,Number,99,23.7435236,92.7382905
Portblair,Economy,Number of ATMs operating in the city,* None,Number,98,11.623377,92.726486
Thanjavur,Economy,Number of ATMs operating in the city,* None,Number,92,10.7860267,79.1381497
Rampur,Economy,Number of ATMs operating in the city,* None,Number,92,24.890091,83.73254275
Kohima,Economy,Number of ATMs operating in the city,* None,Number,89,25.6618755,94.1019156
Silvassa,Economy,Number of ATMs operating in the city,* None,Number,85,20.2736768,73.0045787
Dindigul,Economy,Number of ATMs operating in the city,* None,Number,82,10.3303299,78.06739791
Ujjain,Economy,Number of ATMs operating in the city,* None,Number,79,23.1885131,75.7716562
Rae Bareli,Economy,Number of ATMs operating in the city,* None,Number,61,26.25,81.25
Dharamshala,Economy,Number of ATMs operating in the city,* None,Number,49,32.2143039,76.3196717
Biharsharif,Economy,Number of ATMs operating in the city,* None,Number,42,25.20383185,85.52413405
Dahod,Economy,Number of ATMs operating in the city,* None,Number,37,22.8358786,74.2556823
Jhansi,Economy,Number of ATMs operating in the city,* None,Number,35,25.35486455,78.42564421
Panaji,Economy,Number of ATMs operating in the city,* None,Number,26,15.4989946,73.8282141
Pasighat,Economy,Number of ATMs operating in the city,* None,Number,13,28.0589676,95.3324944
Diu,Economy,Number of ATMs operating in the city,* None,Number,13,20.71817495,70.93238341
Kavaratti,Economy,Number of ATMs operating in the city,* None,Number,5,10.55905,72.6365688
